-18	8	-10	-8	52	78	-1	46	72	89	-5	47	-30	37	-45	-66	38	77	95	8	-65	97	-77	-71	26	93	-75	-31	-10	0	-15	-75	-23	-81	25	-15	51	-92	-61	-35	-17	60	36	-5	-76	22	-84	-9	96	-89	68	33	-2	63	-88	99	-47	50	25	11	69	-17	-84	-23	68	79	82	-15	-22	-79	-54	13	54	-66	9	-53	-50	-42	-37	-8	-26	-16	-64	-8	-86	89	52	-67	-8	-53	-53	-41	-57	-3	59	26	-23	8	38	48
24	-49	42	-32	88	-91	45	6	-24	-30	-21	-98	-59	52	7	-84	95	43	-90	27	-65	-44	-73	25	-100	-62	-54	32	-16	-38	-14	-86	48	-55	89	47	-81	25	50	-51	-36	50	-23	-16	47	1	-15	-64	88	99	49	33	-49	-3	-36	-52	-17	-41	-67	26	-53	-86	46	-68	17	-43	33	-36	39	-93	54	0	13	-92	-26	-31	-86	25	-12	86	-3	65	84	-27	-26	-12	-95	-63	-29	70	98	-46	1	64	-80	90	-67	52	77	-3
-18	-22	12	85	-69	45	27	-1	17	28	87	-69	-57	52	-43	77	-42	6	5	-41	34	-11	30	77	-32	63	-80	68	-88	-27	64	-49	-98	-97	95	47	-47	-83	39	-69	70	-95	-33	43	10	56	88	93	91	-77	93	79	13	-75	-66	67	95	43	75	0	90	93	-78	-91	78	-69	-65	70	81	-74	61	-98	-49	-40	-69	37	13	68	89	-20	10	-92	94	3	21	-99	42	63	-55	33	-34	22	99	43	83	-4	79	-47	-90	21
14	-73	48	15	-24	-95	-7	-76	-38	79	-57	-24	77	12	69	33	-68	45	-67	-82	-60	20	84	64	-4	25	-71	-93	-9	-69	-73	-44	-54	-93	-43	97	-73	-34	-71	93	-22	26	-30	96	-12	-1	8	-8	-67	66	58	17	-64	33	31	-29	17	-39	-2	78	77	-19	19	60	-98	-88	5	67	-61	48	-21	85	100	-76	9	12	-29	-57	-96	96	-5	-22	50	83	-35	14	-27	46	21	58	-62	5	36	-20	-94	-71	16	-62	-33	42
-51	35	-42	37	95	-94	30	86	11	-25	8	36	-3	89	-61	41	86	-61	-94	-3	-20	-44	78	77	-59	-50	-10	-35	36	-54	-30	-24	52	-29	-86	-40	88	59	-17	-62	-42	-15	-11	-5	23	-62	51	-98	77	44	-11	-69	60	-78	-1	69	32	-60	-17	87	68	-63	-93	24	-49	-3	-52	-95	-52	95	96	31	17	-20	67	96	40	-65	-10	74	-8	15	-40	-87	6	46	76	16	39	-22	-11	-84	-69	85	86	48	-85	-60	67	64
94	35	53	46	88	42	-24	-74	46	94	-47	60	-66	96	1	43	-1	-83	-1	7	14	-89	-25	10	1	-53	-64	71	34	-5	73	-78	-49	93	94	4	-50	6	40	55	-76	-5	-64	50	61	98	41	23	78	-50	23	31	85	16	7	83	1	-98	4	60	-62	-11	-50	48	65	100	83	76	-73	47	75	-97	-73	-89	6	-16	-59	-19	-75	23	-48	-42	10	46	90	99	14	-45	-5	-37	-49	-31	71	-54	-47	-70	8	51	53	5
-73	-93	-82	90	-38	-55	-47	95	57	0	30	73	-26	-53	-88	3	84	67	70	-7	4	-70	-83	17	32	-89	-87	53	87	-43	89	-20	16	60	87	72	-27	-64	-65	93	-90	76	93	30	-38	86	-51	15	-51	53	-45	78	-10	-89	83	54	88	47	-98	-76	-16	-16	-61	10	-34	86	66	-61	83	87	-1	5	-60	100	78	89	97	-53	3	24	27	66	-16	16	21	-68	69	68	-78	-55	-45	60	-55	1	98	73	-60	25	-89	23
-26	-49	-10	24	79	59	-59	91	58	-87	35	56	11	-81	92	83	42	-83	-10	50	1	-17	71	-12	33	-9	-81	4	-73	-52	27	93	17	40	95	-26	33	80	12	17	-83	57	-44	34	40	-3	-35	54	94	-64	-58	-89	-59	-64	42	-37	49	-4	93	7	-34	91	-61	-34	69	-5	9	-79	6	-72	-23	-65	8	-14	-4	-18	27	65	-36	-74	-99	60	-49	83	74	41	-52	-70	82	90	10	57	-11	30	61	-83	-49	7	-70	88
-49	64	-58	34	41	63	-12	85	4	49	-1	38	-87	-20	-51	26	-3	22	-16	-95	-97	-75	49	-58	-31	81	-49	20	-100	52	-17	80	21	49	-81	24	-7	-20	52	91	-89	-57	77	-63	-98	-59	69	-41	-35	-68	-13	85	64	-71	72	67	-22	18	25	90	-30	-37	-42	-73	29	33	29	45	80	-62	10	-96	53	58	42	-57	-47	49	-68	-16	91	17	81	76	-62	-82	20	16	24	-28	-79	64	9	38	-59	-33	-50	-8	80	58
-43	4	88	82	-27	11	-24	1	99	-16	-6	51	-90	-76	-77	-72	-84	-9	-38	99	48	-89	31	-59	-39	74	-87	55	70	-40	-1	-46	-53	97	-55	-72	27	-24	-45	73	-80	-7	20	21	49	49	-66	96	29	58	-70	96	54	-33	37	74	-38	-25	-9	-46	46	44	-45	23	80	-30	-53	-77	72	-80	-64	-24	66	-67	78	-78	35	-46	38	-64	-70	19	32	-81	89	38	-24	74	-52	21	-100	12	-45	-56	26	18	-81	59	87	-79
42	-37	-3	92	88	-48	-91	-26	-67	9	-43	-73	-56	29	99	45	-14	-6	35	-58	32	68	-36	-73	-7	-39	3	37	82	-30	67	-10	34	25	-81	68	28	29	31	-5	-24	44	-42	-58	29	26	-91	-63	28	-91	46	-43	-35	-8	-36	-37	-35	-73	-99	-67	22	-37	-78	73	-77	89	23	49	-49	85	-5	1	52	-34	38	63	59	-37	31	14	-85	-91	-24	31	0	9	-81	96	84	-39	97	79	-81	-71	-16	1	-3	-31	-67	77
-2	16	36	-82	-5	11	-4	-57	-37	-100	-57	-12	8	9	-85	-47	-5	-24	-66	-98	60	49	1	-98	-76	18	-80	-17	-86	-33	91	48	-88	-19	78	-47	29	-92	-15	-45	9	78	-57	-1	30	45	100	-65	44	48	-82	-49	21	-39	79	13	-1	-56	6	-59	85	-98	46	74	-56	64	4	52	65	-71	-86	-12	-20	-95	-54	-10	-64	91	-25	-5	59	4	77	-47	-26	-75	4	79	35	76	-45	-32	3	-46	-93	93	-82	60	-25	97
-9	-73	95	-92	8	-60	20	84	45	33	17	39	-61	26	-17	59	6	-92	48	-26	-77	39	66	-49	47	-62	53	-78	22	-4	15	81	-99	83	13	27	65	99	-2	9	-23	-53	-44	-10	45	15	86	85	-12	19	54	46	-36	10	29	-92	28	78	-4	80	-33	18	98	22	85	-30	-56	-61	-29	-62	-24	-89	72	-87	-98	52	-37	-74	-86	87	88	52	-28	66	30	-20	84	-14	-33	-81	84	51	38	-71	18	37	73	94	-12	-7
-49	63	-47	-1	93	-53	-78	44	-78	77	-41	-26	-64	-66	95	22	60	89	48	9	-17	-60	73	-88	-13	92	70	69	-97	-45	18	81	-1	-53	71	7	-56	-91	24	-60	43	-13	-6	-62	-33	75	-63	-32	-14	85	29	-23	98	-91	79	-80	-76	0	99	32	-30	45	47	44	10	-43	54	10	-97	33	-40	-57	92	-40	10	-77	12	49	-74	66	85	54	-81	70	8	44	-59	26	42	-2	-7	30	-37	65	80	-95	-12	-14	85	25
