-62	-92	-64	72	-60	-34	-80	34	-91	17	86	70	-45	29	75	-27	9	-82	72	7	-37	-41	75	-50	-91	-57	80	36	1	62	-61	60	-39	-40	-92	74	64	29	17	41	-93	-35	17	-66	5	60	6	68	-18	-62	46	94	93	3	17	82	-35	17	-3	30	-35	-35	-4	70	48	69	-12	2	-100	28	-95	30	17	-96	-44	85	40	-79	-46	-54	20	-26	-71	-44	90	-7	-63	-2	69	95	-95	-63	10	-27	53	-71	1	-61	54	-23
-78	-68	83	49	13	15	-87	95	-8	93	15	-23	-63	85	-71	-84	-93	40	6	7	40	-53	49	-26	60	72	68	45	-56	44	46	84	12	-11	-95	-3	-77	-31	-43	-2	63	40	83	-4	-5	11	-56	85	55	-99	-56	94	26	-34	85	-35	65	-83	-46	-76	-79	1	-12	-16	-19	39	80	-14	86	-10	48	-42	23	-35	60	-1	2	-47	24	54	-82	22	-49	34	-17	40	77	64	87	-57	50	-3	-23	34	-23	-68	-46	52	10	44
-76	36	-48	77	-97	-21	17	-44	-15	-68	94	38	76	22	48	60	-5	8	50	52	99	-75	3	-68	-51	18	-69	-32	-23	-16	60	39	76	50	-23	37	42	40	-83	15	85	-67	-72	-94	30	56	-36	-39	12	-58	-25	25	38	-53	84	-34	-28	87	93	16	65	30	-97	-54	-94	-97	-12	-33	83	-68	-58	-95	83	-38	-42	23	54	56	-37	96	-92	-62	21	-14	61	-19	27	92	20	14	19	88	-57	-1	-41	-70	-73	31	-41	-27
46	23	58	44	96	18	15	51	32	87	31	41	65	-76	98	81	-88	-63	49	35	-45	-37	10	-61	-16	-52	-93	11	89	44	-87	30	41	48	57	22	83	-69	97	63	44	100	54	-43	-61	44	-99	28	-97	63	41	88	-68	47	29	-16	-2	-77	-96	29	-48	-48	33	73	81	94	-16	87	-5	-48	91	-49	-94	-37	24	-22	1	70	70	-10	55	-22	28	51	6	-17	-35	-23	-21	51	94	8	75	79	-28	-57	9	4	36	99
23	-95	-12	45	-53	66	61	28	-4	71	-91	-50	-3	-39	-68	-55	-68	55	29	45	56	-13	-23	30	47	20	41	-67	89	3	-93	-37	25	-21	-19	7	-97	45	-79	-89	44	-12	-49	-81	-71	-20	30	-61	50	-75	81	-17	28	61	71	61	-76	95	68	90	-21	-43	97	-60	-20	-15	71	60	-62	-16	-80	-27	-98	-17	78	-41	-85	57	-100	57	33	40	29	3	-11	91	73	-57	-3	85	-40	76	75	-95	-86	67	59	79	84	-32
66	93	86	11	79	4	-67	-45	17	85	13	-51	-6	-88	74	13	-19	31	-57	-87	35	-13	-55	56	89	-42	-57	-76	27	21	26	-5	33	-29	63	60	73	9	52	12	-73	-26	49	44	87	39	36	89	73	-57	-60	9	-46	-18	-79	-68	18	79	-71	12	-10	-56	99	20	87	-62	-34	72	6	4	-79	76	47	90	14	90	-9	-26	98	14	2	52	-48	35	20	-36	20	-68	-94	-3	-74	29	10	-5	-75	-39	91	46	-73	96
-60	54	22	-83	3	25	-50	45	-77	56	86	-83	67	-13	-77	-31	-44	69	68	-53	4	61	2	54	-72	-99	-53	-11	41	-40	-41	-7	-100	70	26	-44	36	72	-13	74	-2	97	-23	9	14	-45	-96	-24	25	-34	-4	-24	61	11	64	26	-15	57	-74	-70	64	1	99	36	35	78	3	98	65	-17	18	-90	-63	-95	-22	-83	-35	66	17	85	-32	-67	66	72	-56	62	-47	43	39	-4	89	81	41	68	-38	-99	-95	-80	18	81
20	27	-50	89	-33	-93	88	-75	21	42	-54	59	94	-29	73	-56	32	27	10	2	25	-83	-63	-81	-100	8	53	76	-23	-87	29	67	-32	35	-85	27	-1	-70	95	66	68	98	-13	12	-37	96	-88	19	-49	12	56	-59	-77	-53	68	-39	-61	-3	89	1	95	82	3	-56	1	21	-96	-94	9	15	58	9	-72	45	53	-56	73	-58	-58	-73	-11	-14	-48	-36	-77	76	54	47	75	-71	-56	-52	58	-97	96	61	-17	-31	45	18
37	-42	97	-1	-76	46	-72	78	-51	-46	-77	-15	81	65	-8	-55	19	46	-12	-54	5	-90	-37	10	-57	1	82	-30	14	72	-79	54	53	18	1	10	48	66	-92	22	6	-27	-74	-9	-76	-12	-10	35	-82	78	-62	-46	56	-22	-67	43	93	-59	-33	4	19	-76	48	8	100	47	11	25	13	27	-96	33	-16	-39	-72	-86	86	-37	-78	-77	96	-9	10	-3	-86	40	-23	92	-96	-52	99	87	-74	27	-86	-30	-43	43	-59	92
86	-24	37	42	52	-91	-46	-31	28	59	77	13	60	-38	-33	-83	-47	83	-94	88	-18	33	-77	-95	25	0	-93	20	-100	57	19	99	-69	76	31	93	-15	9	40	10	64	-42	75	-68	75	98	77	65	62	64	62	5	-82	54	11	73	13	12	-59	2	-56	29	8	57	37	-98	-83	72	-38	-77	-54	-17	-88	42	46	-8	-43	27	100	-57	19	-27	86	48	-84	2	-47	-16	61	57	34	46	-77	17	12	0	4	-87	47	37
