94	-10	15	-2	24	-77	-28	33	-27	47	98	27	9	78	-56	10	-96	-90	-55	74	-64	-43	27	-28	9	-31	26	-74	36	3	67	64	36	-1	-72	-32	-26	-96	-50	97	-73	55	69	-97	-16	-28	74	62	-53	-75	99	30	-10	-27	-1	-84	-50	52	14	62	-48	84	74	62	49	37	82	18	47	-21	-5	-12	60	37	3	-87	-57	73	47	92	-20	-13	-38	62	7	-66	74	-58	-50	0	-23	-82	89	55	-53	24	24	-95	-13	-83
1	-23	-72	40	29	-11	-92	99	-98	40	72	-89	-1	44	-95	-30	73	95	-45	-77	84	39	98	25	-79	-96	-64	41	87	55	82	77	-97	26	19	-84	-94	-23	-72	-59	99	78	-60	-78	-77	80	-18	10	35	33	31	81	-43	-14	9	-3	37	-12	75	-7	-34	-100	87	-25	99	-48	-61	-24	-36	13	-6	-71	85	-49	-14	10	-55	-23	-64	98	-9	12	32	2	-75	37	6	100	-19	-93	61	-62	20	-18	-31	71	-38	-96	93	23
-7	-21	87	68	67	9	56	50	-84	18	-13	-81	-75	98	-93	-58	-27	-87	-84	-54	82	39	97	-22	1	-89	21	63	-18	-20	87	-71	84	-20	-76	-56	17	-36	-29	79	-8	71	-35	46	-87	17	80	95	-2	-46	-36	36	-20	-9	73	82	8	-15	-27	62	68	-72	98	-46	20	-92	-27	10	93	97	28	68	-88	6	94	-4	57	-36	20	-70	-65	87	11	77	68	-99	-24	-87	73	-90	51	46	89	57	70	28	-83	-81	43	0
-6	82	19	-1	-81	-43	-96	-5	35	27	-14	43	-3	-59	17	-68	33	-58	40	92	43	-65	52	-55	15	72	58	-6	77	53	-89	-18	78	-17	22	7	22	-11	-28	-55	-20	95	-40	-87	22	54	23	-28	-41	48	-64	-54	-64	62	14	-57	12	-27	47	90	35	7	96	25	-68	20	-18	-88	66	-33	5	-84	-67	-89	-36	12	52	-17	43	67	-70	-80	-75	-34	-35	3	55	-41	39	-39	50	-63	-7	12	92	81	-42	-62	-29	-86
1	90	-58	-75	54	-60	29	-30	35	-53	64	48	-44	-91	-95	-97	86	-27	98	59	-38	69	74	10	84	84	29	-78	-15	70	6	-46	24	39	22	-1	-94	51	-93	-47	-80	-90	-48	48	3	88	-73	-79	-54	8	28	10	89	-35	-53	-6	-47	-11	69	-84	-56	-67	-39	-25	-53	-35	-64	-58	71	4	21	14	36	-82	-66	0	94	83	51	-57	62	-40	35	25	46	76	-64	79	52	-31	27	35	48	-74	-90	-1	72	-73	-28	0
-9	-63	-62	-54	-49	12	-89	20	26	-57	28	15	-65	98	-33	67	50	94	-20	-58	-12	-25	7	20	38	81	95	1	60	71	-32	-26	-53	-41	-96	64	0	46	-34	-34	-80	93	-26	52	-26	-46	-52	-82	-12	96	-20	90	-16	-68	-50	-12	-71	-56	-88	36	-16	-99	-27	-97	-28	43	-97	92	-80	-87	-53	41	30	61	-91	69	-90	-68	95	55	85	17	-57	-90	36	-53	62	11	27	25	95	-82	-4	84	47	32	-64	-48	-38	44
-16	67	53	-7	94	99	80	33	-73	71	-61	30	-23	60	-58	-23	-72	49	91	90	-24	38	-21	55	65	3	-23	72	26	-23	2	-85	-3	-71	93	-10	-30	-51	-1	91	-73	88	-77	15	-28	-16	65	-65	96	17	-31	81	80	-98	62	-61	-52	21	-85	-37	-35	-36	26	96	-50	-65	5	47	71	-8	38	-100	87	57	-40	4	79	-20	12	-42	-19	68	-24	-83	83	-91	55	-37	-67	-77	94	70	-94	72	-90	60	-77	90	62	23
68	80	-8	-96	-31	-17	-49	-42	-27	-22	56	68	93	-35	36	98	-64	-10	30	93	70	53	-55	86	-65	54	-6	72	-66	-40	-43	-76	73	42	7	70	54	-92	-31	-69	23	-42	28	-80	56	-83	47	-34	65	-79	29	-72	68	82	86	85	80	91	-40	-54	-1	76	-39	91	34	75	32	-51	8	45	77	51	-59	-81	66	74	-89	-85	79	13	11	-73	-88	35	43	1	-12	-35	-33	-72	37	1	-46	-27	74	46	-97	-74	-44	-49
-90	-27	28	87	-93	75	4	-30	87	-82	0	25	-59	97	83	-13	21	-6	1	7	-30	-29	-68	-15	97	-98	-34	-36	18	-32	86	25	38	-23	25	-94	82	40	-88	39	4	-43	-63	41	-22	76	87	-16	-69	10	-27	53	-33	10	-93	60	-15	-45	34	3	-81	-73	23	-52	38	-29	43	-77	0	-31	-80	11	12	-90	-81	58	-22	53	-46	13	76	-79	97	-37	31	-89	-73	40	22	100	74	-44	-81	-86	-61	69	40	61	-46	99
28	-95	-20	-82	39	37	5	71	8	67	-99	38	71	-11	-48	25	-82	-73	-32	19	-3	31	-25	92	70	98	-11	40	-23	-51	18	73	-30	91	-86	46	84	78	-82	67	1	-84	-15	89	29	-48	-81	9	-79	65	-98	-59	23	-5	9	93	-33	-42	11	-80	-73	5	59	-65	70	-15	-67	-61	73	80	-57	57	-66	50	21	-87	-37	-42	18	-42	2	11	-17	-11	-46	-3	91	57	37	41	90	-24	36	10	-55	29	-40	72	-41	92
75	67	67	92	20	66	61	-60	-70	42	-74	66	-86	-4	90	-35	39	24	-57	-49	32	34	-36	-23	-87	-17	-53	-18	-95	-40	49	-97	-2	-33	71	-88	-63	-94	-18	-84	-3	-92	96	39	-58	-57	48	-57	-86	-80	-91	-41	31	69	-4	-85	43	90	-48	-37	36	-73	90	38	-90	-80	-50	86	53	-97	54	-76	78	-18	27	-34	-90	100	-18	-34	-8	19	88	-96	-85	6	-92	92	52	16	-25	8	60	-96	-7	-30	61	85	31	81
-95	-94	73	68	-35	-8	18	-11	12	-90	-14	-74	87	-45	-96	9	-85	86	3	-77	-21	-46	-60	-24	-73	-44	43	-26	-94	-39	94	42	-74	13	56	39	59	84	-52	84	-70	34	-28	-66	83	33	94	-73	-86	-60	77	89	88	2	15	-54	53	-25	-91	-42	-84	28	-85	-61	-66	27	93	-18	22	75	-5	-100	-16	-92	-30	49	47	52	73	39	-99	-1	-84	-27	3	24	99	79	-24	-24	51	51	21	-33	-68	74	-96	94	-47	-37
-77	5	55	-91	-93	-34	60	25	-67	66	29	70	6	29	85	26	48	-97	72	54	-2	30	-20	-20	58	-14	25	87	-95	-61	-43	-37	96	43	68	90	59	-65	-88	84	94	-70	26	-57	86	3	59	91	-18	-73	-83	38	-61	-31	12	-75	-40	66	-3	57	-55	28	98	7	-88	9	-8	97	75	46	-67	72	-54	-44	17	82	-57	-32	-62	-8	-43	-38	4	-28	-90	52	-9	20	-27	-74	4	2	-2	14	69	75	-5	49	63	-97
76	-65	-34	1	-76	-46	-13	19	84	-88	-42	61	-64	23	74	-85	-51	-22	13	40	68	12	-90	77	-3	-85	-47	32	-59	-66	45	-3	-9	17	-11	-5	-38	-58	52	-58	96	44	-72	67	99	-77	-85	21	-96	86	-43	54	-84	10	8	-76	-83	63	-16	10	-27	-76	-57	-19	44	-60	-40	35	-93	18	88	-25	33	-34	-21	-54	15	-61	36	-95	4	53	-76	57	38	-53	21	-85	-97	69	-18	88	98	-9	85	32	17	-13	30	65
51	-48	52	12	27	-7	16	-76	100	-35	15	50	-92	-17	56	-82	-17	68	30	-43	91	-35	35	63	-89	28	-68	-11	15	82	-86	23	41	-53	16	-27	-5	-17	-90	-42	47	-61	66	57	-86	70	30	40	-26	52	-41	-17	-76	97	79	-98	-47	-55	86	-95	94	-81	46	54	22	-53	62	-82	-72	14	-32	0	60	-22	7	-94	78	-39	-68	-54	-15	-55	31	-80	23	0	65	39	-86	-81	-82	-99	30	-46	-96	-82	49	98	38	-34
1	-94	8	-86	27	41	-23	95	77	39	72	-18	-58	-73	-64	30	-4	81	24	74	-77	-29	31	3	47	81	43	98	46	8	-67	-41	-90	-17	-34	29	-31	4	-16	-85	49	38	42	-48	-75	-34	31	94	-8	54	37	-59	-19	76	-68	-23	33	99	68	-11	18	-75	-51	-47	-57	-43	79	-44	-35	-55	24	37	-2	-63	-18	-77	-83	97	-82	-2	-82	-94	36	79	-76	-26	-91	-30	65	-96	-68	-98	29	17	43	73	-52	-43	91	-72
62	-70	47	86	66	98	80	-79	-65	-18	10	-18	-93	63	86	-95	-84	31	91	79	99	-39	-88	-37	71	3	5	-56	-3	-14	-7	-88	-51	73	-85	-1	-59	-22	46	-12	-93	98	-76	-86	-66	-17	98	100	-81	31	37	-43	-1	-72	11	-33	-41	29	15	-98	94	-52	15	28	-51	7	97	68	90	-63	54	23	74	-96	-25	-55	95	-4	-18	-57	68	-95	43	-29	-47	63	71	73	40	8	81	-92	-52	-83	38	51	-99	-87	11	54
-3	42	29	20	-31	-89	-81	-19	-97	42	-93	-23	-72	-87	26	-96	44	-80	58	77	-12	98	89	-24	76	-29	-50	14	34	30	-24	-90	-59	55	54	-34	46	42	-10	39	-55	-56	14	-55	-3	23	79	47	24	75	-79	-47	10	-82	37	-40	-55	-15	26	94	-100	60	-26	-33	-9	-39	-22	14	-2	81	31	1	-90	69	12	-74	-73	-51	-51	4	1	-10	-71	78	51	82	9	-60	-90	-7	-99	-44	82	29	-16	-9	-100	34	76	1
43	-54	96	96	-64	-86	-12	42	93	56	40	39	-39	-11	-84	60	75	62	88	-7	44	94	-29	34	-73	-22	1	-77	-3	22	39	-46	64	10	-9	23	-99	84	-34	0	-85	33	-2	72	-47	93	28	-12	66	49	66	69	82	-5	99	86	-48	71	-43	-95	43	86	9	28	-66	89	-89	-88	-9	95	62	-29	83	-28	-98	67	97	-99	-96	20	-23	-11	-64	81	61	-70	-23	16	85	-16	31	-27	100	36	-93	-34	-32	23	-77	59
